step_time,vehicle_count,queue_length_N,queue_length_S,queue_length_E,queue_length_W,queue_N,queue_S,queue_E,queue_W,avg_speed,flow_rate,time_of_day,day_of_week,current_phase,density
604.5,14,0,0,0,0,0,0,0,0,12.681618457490798,0.0038888888888888888,604.5,0,2,0.14
605.0,14,0,0,0,0,0,0,0,0,12.724754064144653,0.0038888888888888888,605.0,0,2,0.14
605.5,18,0,0,0,0,0,0,0,0,12.922718603807542,0.005,605.5,0,2,0.18
606.0,18,0,0,0,0,0,0,0,0,12.819736932479426,0.005,606.0,0,2,0.18
606.5,18,0,0,0,0,0,0,0,0,12.800453705165419,0.005,606.5,0,2,0.18
607.0,18,0,0,0,0,0,0,0,0,12.81353836764601,0.005,607.0,0,2,0.18
607.5,18,0,0,0,0,0,0,0,0,12.8707163806973,0.005,607.5,0,2,0.18
608.0,18,0,0,0,0,0,0,0,0,12.850063752287339,0.005,608.0,0,2,0.18
608.5,18,0,0,0,0,0,0,0,0,12.905837617197603,0.005,608.5,0,2,0.18
609.0,18,0,0,0,0,0,0,0,0,12.873411371439968,0.005,609.0,0,2,0.18
609.5,18,0,0,0,0,0,0,0,0,12.726383505505778,0.005,609.5,0,2,0.18
610.0,18,0,0,0,0,0,0,0,0,12.527941346811657,0.005,610.0,0,2,0.18
610.5,18,0,0,0,0,0,0,0,0,12.300816699854986,0.005,610.5,0,2,0.18
611.0,18,0,0,0,0,0,0,0,0,12.108054660402887,0.005,611.0,0,2,0.18
611.5,18,0,0,0,0,0,0,0,0,11.802057221889445,0.005,611.5,0,2,0.18
612.0,18,0,0,0,0,0,0,0,0,11.604424534397253,0.005,612.0,0,2,0.18
612.5,18,0,1,0,0,0,1,0,0,11.380085029079659,0.005,612.5,0,2,0.18
613.0,18,0,1,0,0,0,1,0,0,11.390599754188965,0.005,613.0,0,2,0.18
613.5,18,1,1,0,0,1,1,0,0,11.338601339958025,0.005,613.5,0,2,0.18
614.0,18,1,1,0,0,1,1,0,0,11.39952419834103,0.005,614.0,0,2,0.18
614.5,18,1,1,0,0,1,1,0,0,11.344640460101719,0.005,614.5,0,2,0.18
615.0,18,1,1,0,0,1,1,0,0,11.272168370145177,0.005,615.0,0,2,0.18
615.5,18,1,1,0,0,1,1,0,0,11.328345885455306,0.005,615.5,0,2,0.18
616.0,18,1,1,0,0,1,1,0,0,11.274327891657707,0.005,616.0,0,2,0.18
616.5,18,1,1,0,0,1,1,0,0,11.352349598599377,0.005,616.5,0,2,0.18
617.0,18,1,1,0,0,1,1,0,0,11.38893563476126,0.005,617.0,0,2,0.18
617.5,18,1,1,0,0,1,1,0,0,11.323653986608,0.005,617.5,0,2,0.18
618.0,18,1,1,0,0,1,1,0,0,11.300566147775845,0.005,618.0,0,2,0.18
618.5,18,1,1,0,0,1,1,0,0,11.32056255205567,0.005,618.5,0,2,0.18
619.0,18,1,1,0,0,1,1,0,0,11.317375723222439,0.005,619.0,0,2,0.18
619.5,17,1,1,0,0,1,1,0,0,11.196352503764153,0.004722222222222222,619.5,0,2,0.17
620.0,17,1,1,0,0,1,1,0,0,11.171406148299173,0.004722222222222222,620.0,0,2,0.17
620.5,17,1,1,0,0,1,1,0,0,11.243898601479811,0.004722222222222222,620.5,0,2,0.17
621.0,17,1,1,0,0,1,1,0,0,11.262298996818181,0.004722222222222222,621.0,0,2,0.17
621.5,17,1,1,0,0,1,1,0,0,11.250740954548077,0.004722222222222222,621.5,0,2,0.17
622.0,17,1,1,0,0,1,1,0,0,11.258729981428763,0.004722222222222222,622.0,0,2,0.17
622.5,16,1,1,0,0,1,1,0,0,11.167355784832491,0.0044444444444444444,622.5,0,2,0.16
623.0,16,1,1,0,0,1,1,0,0,11.126107166037858,0.0044444444444444444,623.0,0,2,0.16
623.5,16,1,1,0,0,1,1,0,0,11.091806293543508,0.0044444444444444444,623.5,0,2,0.16
624.0,16,1,1,0,0,1,1,0,0,11.141510863310126,0.0044444444444444444,624.0,0,2,0.16
624.5,16,1,1,0,0,1,1,0,0,11.122522072378072,0.0044444444444444444,624.5,0,2,0.16
625.0,16,1,1,0,0,1,1,0,0,11.132135668908907,0.0044444444444444444,625.0,0,2,0.16
625.5,14,1,1,0,0,1,1,0,0,10.81711752555402,0.0038888888888888888,625.5,0,2,0.14
626.0,13,1,1,0,0,1,1,0,0,10.551527423031224,0.003611111111111111,626.0,0,2,0.13
626.5,13,1,1,0,0,1,1,0,0,10.57858668988,0.003611111111111111,626.5,0,2,0.13
627.0,13,1,1,0,0,1,1,0,0,10.537507484766609,0.003611111111111111,627.0,0,3,0.13
627.5,13,1,1,0,0,1,1,0,0,10.536219167723884,0.003611111111111111,627.5,0,3,0.13
628.0,12,1,1,0,0,1,1,0,0,10.467990445955532,0.0033333333333333335,628.0,0,3,0.12
628.5,12,1,1,0,0,1,1,0,0,10.371470634717527,0.0033333333333333335,628.5,0,3,0.12
629.0,12,1,1,0,0,1,1,0,0,10.401977750744043,0.0033333333333333335,629.0,0,3,0.12
629.5,12,1,1,0,0,1,1,0,0,10.401934835782034,0.0033333333333333335,629.5,0,3,0.12
630.0,12,0,0,0,0,0,0,0,0,10.646400849385996,0.0033333333333333335,630.0,0,0,0.12
630.5,12,0,0,0,0,0,0,0,0,10.72226778994696,0.0033333333333333335,630.5,0,0,0.12
631.0,12,0,0,0,0,0,0,0,0,10.91834781180498,0.0033333333333333335,631.0,0,0,0.12
631.5,12,0,0,0,0,0,0,0,0,10.939397701470037,0.0033333333333333335,631.5,0,0,0.12
632.0,12,0,0,0,0,0,0,0,0,11.109552902610284,0.0033333333333333335,632.0,0,0,0.12
632.5,12,0,0,0,0,0,0,0,0,11.281512662811371,0.0033333333333333335,632.5,0,0,0.12
633.0,12,0,0,0,0,0,0,0,0,11.465860209646374,0.0033333333333333335,633.0,0,0,0.12
633.5,12,0,0,0,0,0,0,0,0,11.629571945671662,0.0033333333333333335,633.5,0,0,0.12
634.0,12,0,0,0,0,0,0,0,0,11.816056089802037,0.0033333333333333335,634.0,0,0,0.12
634.5,12,0,0,0,0,0,0,0,0,11.967185641281281,0.0033333333333333335,634.5,0,0,0.12
635.0,12,0,0,0,0,0,0,0,0,12.144327576095947,0.0033333333333333335,635.0,0,0,0.12
635.5,16,0,0,0,0,0,0,0,0,12.464749901689762,0.0044444444444444444,635.5,0,0,0.16
636.0,16,0,0,0,0,0,0,0,0,12.59207249830765,0.0044444444444444444,636.0,0,0,0.16
636.5,16,0,0,0,0,0,0,0,0,12.78808557462311,0.0044444444444444444,636.5,0,0,0.16
637.0,16,0,0,0,0,0,0,0,0,12.913364059205268,0.0044444444444444444,637.0,0,0,0.16
637.5,16,0,0,0,0,0,0,0,0,12.781843065398498,0.0044444444444444444,637.5,0,0,0.16
638.0,16,0,0,0,0,0,0,0,0,12.914273392297837,0.0044444444444444444,638.0,0,0,0.16
638.5,16,0,0,0,0,0,0,0,0,12.83145791371142,0.0044444444444444444,638.5,0,0,0.16
639.0,16,0,0,0,0,0,0,0,0,12.816941907048822,0.0044444444444444444,639.0,0,0,0.16
639.5,16,0,0,0,0,0,0,0,0,12.853901731679143,0.0044444444444444444,639.5,0,0,0.16
640.0,16,0,0,0,0,0,0,0,0,12.717300171412042,0.0044444444444444444,640.0,0,0,0.16
640.5,16,0,0,0,0,0,0,0,0,12.503065596829535,0.0044444444444444444,640.5,0,0,0.16
641.0,16,0,0,0,0,0,0,0,0,12.21626382095505,0.0044444444444444444,641.0,0,0,0.16
641.5,16,0,0,0,0,0,0,0,0,11.71125055803406,0.0044444444444444444,641.5,0,0,0.16
642.0,16,0,0,0,0,0,0,0,0,11.271324321964695,0.0044444444444444444,642.0,0,0,0.16
642.5,16,0,0,0,0,0,0,0,0,10.79596625213083,0.0044444444444444444,642.5,0,0,0.16
643.0,16,0,0,0,1,0,0,0,1,10.42468279428203,0.0044444444444444444,643.0,0,0,0.16
643.5,16,0,0,0,1,0,0,0,1,10.269429509747194,0.0044444444444444444,643.5,0,0,0.16
644.0,16,0,0,1,1,0,0,1,1,10.167913702440842,0.0044444444444444444,644.0,0,0,0.16
644.5,16,0,0,1,1,0,0,1,1,10.043219686504024,0.0044444444444444444,644.5,0,0,0.16
645.0,16,0,0,1,1,0,0,1,1,9.89016265113328,0.0044444444444444444,645.0,0,0,0.16
645.5,16,0,0,1,1,0,0,1,1,9.847594981133069,0.0044444444444444444,645.5,0,0,0.16
646.0,16,0,0,1,1,0,0,1,1,9.846403579553087,0.0044444444444444444,646.0,0,0,0.16
646.5,16,0,0,1,1,0,0,1,1,9.726024939907237,0.0044444444444444444,646.5,0,0,0.16
647.0,16,0,0,2,2,0,0,2,2,9.827954414906365,0.0044444444444444444,647.0,0,0,0.16
647.5,16,0,0,2,2,0,0,2,2,9.756992148169997,0.0044444444444444444,647.5,0,0,0.16
648.0,16,0,0,1,1,0,0,1,1,9.900796969528098,0.0044444444444444444,648.0,0,0,0.16
648.5,15,0,0,1,1,0,0,1,1,9.722814590689875,0.004166666666666667,648.5,0,0,0.15
649.0,15,0,0,1,1,0,0,1,1,9.64953612929939,0.004166666666666667,649.0,0,0,0.15
649.5,15,0,0,1,1,0,0,1,1,9.825578268788439,0.004166666666666667,649.5,0,0,0.15
650.0,15,0,0,1,1,0,0,1,1,9.874493257733521,0.004166666666666667,650.0,0,0,0.15
650.5,14,0,0,1,1,0,0,1,1,9.754922623747756,0.0038888888888888888,650.5,0,0,0.14
651.0,14,0,0,1,1,0,0,1,1,9.672081324822722,0.0038888888888888888,651.0,0,0,0.14
651.5,14,0,0,1,1,0,0,1,1,9.5159203260193,0.0038888888888888888,651.5,0,0,0.14
652.0,14,0,0,1,1,0,0,1,1,9.25712344848128,0.0038888888888888888,652.0,0,0,0.14
652.5,14,0,0,2,2,0,0,2,2,9.161466848072706,0.0038888888888888888,652.5,0,0,0.14
653.0,14,0,0,2,2,0,0,2,2,9.292349437277336,0.0038888888888888888,653.0,0,0,0.14
653.5,14,0,0,2,2,0,0,2,2,9.3047249448272,0.0038888888888888888,653.5,0,0,0.14
654.0,14,0,0,2,2,0,0,2,2,9.215955492736935,0.0038888888888888888,654.0,0,0,0.14
654.5,14,0,0,2,2,0,0,2,2,9.325988444331765,0.0038888888888888888,654.5,0,0,0.14
655.0,14,0,0,2,2,0,0,2,2,9.233257823113217,0.0038888888888888888,655.0,0,0,0.14
655.5,14,0,0,2,2,0,0,2,2,9.24417733555317,0.0038888888888888888,655.5,0,0,0.14
656.0,14,0,0,2,2,0,0,2,2,9.267470277179862,0.0038888888888888888,656.0,0,0,0.14
656.5,14,0,0,2,2,0,0,2,2,9.274965328495414,0.0038888888888888888,656.5,0,0,0.14
657.0,14,0,0,2,2,0,0,2,2,9.220639857713063,0.0038888888888888888,657.0,0,0,0.14
657.5,14,0,0,2,2,0,0,2,2,9.22020712967253,0.0038888888888888888,657.5,0,0,0.14
658.0,14,0,0,2,2,0,0,2,2,9.268398740981668,0.0038888888888888888,658.0,0,0,0.14
658.5,14,0,0,2,2,0,0,2,2,9.266738216979826,0.0038888888888888888,658.5,0,0,0.14
659.0,14,0,0,2,2,0,0,2,2,9.267884063021443,0.0038888888888888888,659.0,0,0,0.14
659.5,14,0,0,2,2,0,0,2,2,9.291038427458739,0.0038888888888888888,659.5,0,0,0.14
660.0,14,0,0,2,2,0,0,2,2,9.320628506570584,0.0038888888888888888,660.0,0,0,0.14
660.5,14,0,0,2,2,0,0,2,2,9.179733859933142,0.0038888888888888888,660.5,0,0,0.14
661.0,14,0,0,2,2,0,0,2,2,9.261382221776524,0.0038888888888888888,661.0,0,0,0.14
661.5,14,0,0,2,2,0,0,2,2,9.280955445844677,0.0038888888888888888,661.5,0,0,0.14
662.0,14,0,0,2,2,0,0,2,2,9.263313831241001,0.0038888888888888888,662.0,0,0,0.14
662.5,14,0,0,2,2,0,0,2,2,9.270764029636442,0.0038888888888888888,662.5,0,0,0.14
663.0,14,0,0,2,2,0,0,2,2,9.249753138133656,0.0038888888888888888,663.0,0,0,0.14
663.5,14,0,0,2,2,0,0,2,2,9.3125247993399,0.0038888888888888888,663.5,0,0,0.14
664.0,14,0,0,2,2,0,0,2,2,9.269550795770048,0.0038888888888888888,664.0,0,0,0.14
664.5,14,0,0,2,2,0,0,2,2,9.27619654184014,0.0038888888888888888,664.5,0,0,0.14
665.0,14,0,0,2,2,0,0,2,2,9.314183923844144,0.0038888888888888888,665.0,0,0,0.14
665.5,14,0,0,2,2,0,0,2,2,9.318638594340529,0.0038888888888888888,665.5,0,0,0.14
666.0,18,0,0,3,3,0,0,3,3,8.650565777717855,0.005,666.0,0,0,0.18
666.5,18,0,0,2,2,0,0,2,2,8.795442215346265,0.005,666.5,0,0,0.18
667.0,18,0,0,2,2,0,0,2,2,8.865805628506278,0.005,667.0,0,0,0.18
667.5,18,0,0,2,2,0,0,2,2,8.961521749954354,0.005,667.5,0,0,0.18
668.0,18,0,0,2,2,0,0,2,2,8.997745166760861,0.005,668.0,0,0,0.18
668.5,18,0,0,2,2,0,0,2,2,9.16990348503381,0.005,668.5,0,0,0.18
669.0,18,0,0,2,2,0,0,2,2,9.30889802713144,0.005,669.0,0,0,0.18
669.5,18,0,0,2,2,0,0,2,2,9.20672508046549,0.005,669.5,0,0,0.18
670.0,18,0,0,2,2,0,0,2,2,9.18869842934843,0.005,670.0,0,0,0.18
670.5,18,0,0,2,2,0,0,2,2,9.166901018538182,0.005,670.5,0,0,0.18
671.0,16,0,0,2,2,0,0,2,2,8.489080852449957,0.0044444444444444444,671.0,0,0,0.16
671.5,16,0,0,2,2,0,0,2,2,8.396096002897982,0.0044444444444444444,671.5,0,0,0.16
672.0,16,0,0,2,2,0,0,2,2,8.299927986788141,0.0044444444444444444,672.0,0,1,0.16
672.5,16,0,0,2,2,0,0,2,2,8.353610357727913,0.0044444444444444444,672.5,0,1,0.16
673.0,16,0,0,2,2,0,0,2,2,8.213316485499814,0.0044444444444444444,673.0,0,1,0.16
673.5,16,0,0,2,2,0,0,2,2,8.153079904427866,0.0044444444444444444,673.5,0,1,0.16
674.0,16,0,0,2,2,0,0,2,2,8.029765924387442,0.0044444444444444444,674.0,0,1,0.16
674.5,16,0,0,2,2,0,0,2,2,8.040154086043465,0.0044444444444444444,674.5,0,1,0.16
675.0,16,0,0,0,1,0,0,0,1,8.293702305969454,0.0044444444444444444,675.0,0,2,0.16
675.5,16,0,0,0,0,0,0,0,0,8.435471956481278,0.0044444444444444444,675.5,0,2,0.16
676.0,16,0,0,0,0,0,0,0,0,8.637168390137246,0.0044444444444444444,676.0,0,2,0.16
676.5,16,0,0,0,0,0,0,0,0,9.000519586399625,0.0044444444444444444,676.5,0,2,0.16
677.0,16,0,0,0,0,0,0,0,0,9.248126684554174,0.0044444444444444444,677.0,0,2,0.16
677.5,16,0,0,0,0,0,0,0,0,9.51010830367991,0.0044444444444444444,677.5,0,2,0.16
678.0,16,0,0,0,0,0,0,0,0,9.825709193474498,0.0044444444444444444,678.0,0,2,0.16
678.5,16,0,0,0,0,0,0,0,0,10.175812569047004,0.0044444444444444444,678.5,0,2,0.16
679.0,15,0,0,0,0,0,0,0,0,10.21559095754338,0.004166666666666667,679.0,0,2,0.15
679.5,15,0,0,0,0,0,0,0,0,10.573860128207508,0.004166666666666667,679.5,0,2,0.15
680.0,15,0,0,0,0,0,0,0,0,10.831736169719452,0.004166666666666667,680.0,0,2,0.15
680.5,15,0,0,0,0,0,0,0,0,11.256512189015488,0.004166666666666667,680.5,0,2,0.15
681.0,15,0,0,0,0,0,0,0,0,11.414183273345746,0.004166666666666667,681.0,0,2,0.15
681.5,14,0,0,0,0,0,0,0,0,11.714739833075864,0.0038888888888888888,681.5,0,2,0.14
682.0,14,0,0,0,0,0,0,0,0,11.864448271653881,0.0038888888888888888,682.0,0,2,0.14
682.5,14,0,0,0,0,0,0,0,0,12.073631432108057,0.0038888888888888888,682.5,0,2,0.14
683.0,14,0,0,0,0,0,0,0,0,12.15096939134928,0.0038888888888888888,683.0,0,2,0.14
683.5,14,0,0,0,0,0,0,0,0,12.14027066659779,0.0038888888888888888,683.5,0,2,0.14
684.0,14,0,0,0,0,0,0,0,0,12.263699817363973,0.0038888888888888888,684.0,0,2,0.14
684.5,14,0,0,0,0,0,0,0,0,12.430543092130232,0.0038888888888888888,684.5,0,2,0.14
685.0,14,0,0,0,0,0,0,0,0,12.474507697017444,0.0038888888888888888,685.0,0,2,0.14
685.5,14,0,0,0,0,0,0,0,0,12.507777496184644,0.0038888888888888888,685.5,0,2,0.14
686.0,14,0,0,0,0,0,0,0,0,12.553594424997865,0.0038888888888888888,686.0,0,2,0.14
686.5,14,0,0,0,0,0,0,0,0,12.633491789234464,0.0038888888888888888,686.5,0,2,0.14
687.0,14,0,0,0,0,0,0,0,0,12.7563111254901,0.0038888888888888888,687.0,0,2,0.14
687.5,14,0,0,0,0,0,0,0,0,12.549914635664463,0.0038888888888888888,687.5,0,2,0.14
688.0,14,0,0,0,0,0,0,0,0,12.668226669890203,0.0038888888888888888,688.0,0,2,0.14
688.5,14,0,0,0,0,0,0,0,0,12.67368411908484,0.0038888888888888888,688.5,0,2,0.14
689.0,14,0,0,0,0,0,0,0,0,12.70519700560983,0.0038888888888888888,689.0,0,2,0.14
689.5,14,0,0,0,0,0,0,0,0,12.711135676469556,0.0038888888888888888,689.5,0,2,0.14
690.0,14,0,0,0,0,0,0,0,0,12.64317133267318,0.0038888888888888888,690.0,0,2,0.14
690.5,12,0,0,0,0,0,0,0,0,13.01795667104828,0.0033333333333333335,690.5,0,2,0.12
691.0,12,0,0,0,0,0,0,0,0,13.015945159008163,0.0033333333333333335,691.0,0,2,0.12
691.5,12,0,0,0,0,0,0,0,0,12.986514295749535,0.0033333333333333335,691.5,0,2,0.12
692.0,12,0,0,0,0,0,0,0,0,13.021739921819519,0.0033333333333333335,692.0,0,2,0.12
692.5,12,0,0,0,0,0,0,0,0,12.906106530537443,0.0033333333333333335,692.5,0,2,0.12
693.0,12,0,0,0,0,0,0,0,0,12.88223025092387,0.0033333333333333335,693.0,0,2,0.12
693.5,12,0,0,0,0,0,0,0,0,12.995128051209413,0.0033333333333333335,693.5,0,2,0.12
694.0,12,0,0,0,0,0,0,0,0,13.002013891914023,0.0033333333333333335,694.0,0,2,0.12
694.5,12,0,0,0,0,0,0,0,0,12.983708264778036,0.0033333333333333335,694.5,0,2,0.12
695.0,12,0,0,0,0,0,0,0,0,12.927625027434566,0.0033333333333333335,695.0,0,2,0.12
695.5,12,0,0,0,0,0,0,0,0,12.965862014773187,0.0033333333333333335,695.5,0,2,0.12
696.0,16,0,0,0,0,0,0,0,0,12.959850013236673,0.0044444444444444444,696.0,0,2,0.16
696.5,16,0,0,0,0,0,0,0,0,12.977104771914663,0.0044444444444444444,696.5,0,2,0.16
697.0,16,0,0,0,0,0,0,0,0,12.927279389006813,0.0044444444444444444,697.0,0,2,0.16
697.5,16,0,0,0,0,0,0,0,0,12.867174571295996,0.0044444444444444444,697.5,0,2,0.16
698.0,16,0,0,0,0,0,0,0,0,12.847751911059634,0.0044444444444444444,698.0,0,2,0.16
698.5,16,0,0,0,0,0,0,0,0,12.94360979164996,0.0044444444444444444,698.5,0,2,0.16
699.0,16,0,0,0,0,0,0,0,0,12.938718640063248,0.0044444444444444444,699.0,0,2,0.16
699.5,16,0,0,0,0,0,0,0,0,12.87852647331421,0.0044444444444444444,699.5,0,2,0.16
700.0,16,0,0,0,0,0,0,0,0,12.90249552154907,0.0044444444444444444,700.0,0,2,0.16
700.5,16,0,0,0,0,0,0,0,0,12.817629960348144,0.0044444444444444444,700.5,0,2,0.16
701.0,16,0,0,0,0,0,0,0,0,12.754133138107171,0.0044444444444444444,701.0,0,2,0.16
701.5,16,0,0,0,0,0,0,0,0,12.597730675356795,0.0044444444444444444,701.5,0,2,0.16
702.0,16,0,0,0,0,0,0,0,0,12.423300354114069,0.0044444444444444444,702.0,0,2,0.16
702.5,16,0,0,0,0,0,0,0,0,12.320461535070098,0.0044444444444444444,702.5,0,2,0.16
703.0,16,0,0,0,0,0,0,0,0,12.209407299090008,0.0044444444444444444,703.0,0,2,0.16
703.5,16,0,0,0,0,0,0,0,0,12.099490078415464,0.0044444444444444444,703.5,0,2,0.16
704.0,16,1,0,0,0,1,0,0,0,12.069203309665673,0.0044444444444444444,704.0,0,2,0.16
704.5,16,1,0,0,0,1,0,0,0,12.105099929142316,0.0044444444444444444,704.5,0,2,0.16
705.0,16,1,0,0,0,1,0,0,0,12.102347077046538,0.0044444444444444444,705.0,0,2,0.16
705.5,16,1,0,0,0,1,0,0,0,11.861304684568418,0.0044444444444444444,705.5,0,2,0.16
706.0,16,1,0,0,0,1,0,0,0,11.814733095645803,0.0044444444444444444,706.0,0,2,0.16
706.5,16,1,0,0,0,1,0,0,0,11.608572439246895,0.0044444444444444444,706.5,0,2,0.16
707.0,16,1,0,0,0,1,0,0,0,11.53801358797175,0.0044444444444444444,707.0,0,2,0.16
707.5,16,1,0,0,0,1,0,0,0,11.364363557363678,0.0044444444444444444,707.5,0,2,0.16
708.0,16,1,0,0,0,1,0,0,0,11.331737015144077,0.0044444444444444444,708.0,0,2,0.16
708.5,16,1,1,0,0,1,1,0,0,11.261318407802307,0.0044444444444444444,708.5,0,2,0.16
709.0,15,1,1,0,0,1,1,0,0,11.195287303829856,0.004166666666666667,709.0,0,2,0.15
709.5,14,1,1,0,0,1,1,0,0,11.015229652381132,0.0038888888888888888,709.5,0,2,0.14
710.0,14,1,1,0,0,1,1,0,0,11.004801004755915,0.0038888888888888888,710.0,0,2,0.14
710.5,14,1,1,0,0,1,1,0,0,10.996854799918365,0.0038888888888888888,710.5,0,2,0.14
711.0,14,1,1,0,0,1,1,0,0,10.943579386427404,0.0038888888888888888,711.0,0,2,0.14
711.5,14,1,1,0,0,1,1,0,0,11.000912044350985,0.0038888888888888888,711.5,0,2,0.14
712.0,14,1,1,0,0,1,1,0,0,10.92057642475103,0.0038888888888888888,712.0,0,2,0.14
712.5,14,1,1,0,0,1,1,0,0,10.986745737393083,0.0038888888888888888,712.5,0,2,0.14
713.0,14,1,1,0,0,1,1,0,0,10.953950622381283,0.0038888888888888888,713.0,0,2,0.14
713.5,14,1,1,0,0,1,1,0,0,10.982224576553111,0.0038888888888888888,713.5,0,2,0.14
714.0,14,1,1,0,0,1,1,0,0,11.055642949813562,0.0038888888888888888,714.0,0,2,0.14
714.5,14,1,1,0,0,1,1,0,0,11.001800712493042,0.0038888888888888888,714.5,0,2,0.14
715.0,14,1,1,0,0,1,1,0,0,10.990839833943168,0.0038888888888888888,715.0,0,2,0.14
715.5,13,1,1,0,0,1,1,0,0,10.81982070834268,0.003611111111111111,715.5,0,2,0.13
716.0,12,1,1,0,0,1,1,0,0,10.630456372376036,0.0033333333333333335,716.0,0,2,0.12
716.5,12,1,1,0,0,1,1,0,0,10.583165080414009,0.0033333333333333335,716.5,0,2,0.12
717.0,12,1,1,0,0,1,1,0,0,10.61551927291669,0.0033333333333333335,717.0,0,3,0.12
717.5,11,1,1,0,0,1,1,0,0,10.29043397837675,0.0030555555555555557,717.5,0,3,0.11
718.0,11,1,1,0,0,1,1,0,0,10.25740189023842,0.0030555555555555557,718.0,0,3,0.11
718.5,10,1,1,0,0,1,1,0,0,9.961917591174302,0.002777777777777778,718.5,0,3,0.1
719.0,10,1,1,0,0,1,1,0,0,10.005994198942957,0.002777777777777778,719.0,0,3,0.1
719.5,10,1,1,0,0,1,1,0,0,10.023471718587848,0.002777777777777778,719.5,0,3,0.1
720.0,10,0,0,0,0,0,0,0,0,10.264195794448773,0.002777777777777778,720.0,0,0,0.1
720.5,10,0,0,0,0,0,0,0,0,10.412411742694282,0.002777777777777778,720.5,0,0,0.1
721.0,10,0,0,0,0,0,0,0,0,10.686596063654473,0.002777777777777778,721.0,0,0,0.1
721.5,10,0,0,0,0,0,0,0,0,10.83613160620637,0.002777777777777778,721.5,0,0,0.1
722.0,10,0,0,0,0,0,0,0,0,11.105440753097252,0.002777777777777778,722.0,0,0,0.1
722.5,10,0,0,0,0,0,0,0,0,11.250091197682384,0.002777777777777778,722.5,0,0,0.1
723.0,10,0,0,0,0,0,0,0,0,11.420758087567126,0.002777777777777778,723.0,0,0,0.1
723.5,10,0,0,0,0,0,0,0,0,11.663707300775755,0.002777777777777778,723.5,0,0,0.1
724.0,10,0,0,0,0,0,0,0,0,11.836532764783666,0.002777777777777778,724.0,0,0,0.1
724.5,10,0,0,0,0,0,0,0,0,11.910282990414021,0.002777777777777778,724.5,0,0,0.1
725.0,10,0,0,0,0,0,0,0,0,12.201936604546686,0.002777777777777778,725.0,0,0,0.1
725.5,10,0,0,0,0,0,0,0,0,12.249299089600871,0.002777777777777778,725.5,0,0,0.1
726.0,10,0,0,0,0,0,0,0,0,12.426527026046827,0.002777777777777778,726.0,0,0,0.1
726.5,14,0,0,0,0,0,0,0,0,12.843610545881408,0.0038888888888888888,726.5,0,0,0.14
727.0,13,0,0,0,0,0,0,0,0,12.90583597548429,0.003611111111111111,727.0,0,0,0.13
727.5,12,0,0,0,0,0,0,0,0,12.985589138653765,0.0033333333333333335,727.5,0,0,0.12
728.0,12,0,0,0,0,0,0,0,0,13.053742257005629,0.0033333333333333335,728.0,0,0,0.12
728.5,12,0,0,0,0,0,0,0,0,13.058261561702798,0.0033333333333333335,728.5,0,0,0.12
729.0,12,0,0,0,0,0,0,0,0,13.053317895182966,0.0033333333333333335,729.0,0,0,0.12
729.5,12,0,0,0,0,0,0,0,0,13.118006362172869,0.0033333333333333335,729.5,0,0,0.12
730.0,12,0,0,0,0,0,0,0,0,13.04177842241729,0.0033333333333333335,730.0,0,0,0.12
730.5,12,0,0,0,0,0,0,0,0,13.045986456631192,0.0033333333333333335,730.5,0,0,0.12
731.0,12,0,0,0,0,0,0,0,0,13.182221417807718,0.0033333333333333335,731.0,0,0,0.12
731.5,12,0,0,0,0,0,0,0,0,13.089841974242956,0.0033333333333333335,731.5,0,0,0.12
732.0,12,0,0,0,0,0,0,0,0,13.011623286184792,0.0033333333333333335,732.0,0,0,0.12
732.5,12,0,0,0,0,0,0,0,0,13.044335646842546,0.0033333333333333335,732.5,0,0,0.12
733.0,12,0,0,0,0,0,0,0,0,13.037720197116698,0.0033333333333333335,733.0,0,0,0.12
733.5,12,0,0,0,0,0,0,0,0,13.086254144067619,0.0033333333333333335,733.5,0,0,0.12
734.0,12,0,0,0,0,0,0,0,0,12.846690591019106,0.0033333333333333335,734.0,0,0,0.12
734.5,12,0,0,0,0,0,0,0,0,12.79439569578939,0.0033333333333333335,734.5,0,0,0.12
735.0,12,0,0,0,0,0,0,0,0,12.511407851797728,0.0033333333333333335,735.0,0,0,0.12
735.5,12,0,0,0,0,0,0,0,0,12.395536013014814,0.0033333333333333335,735.5,0,0,0.12
736.0,12,0,0,0,0,0,0,0,0,12.179787215062559,0.0033333333333333335,736.0,0,0,0.12
736.5,12,0,0,0,0,0,0,0,0,12.055483572898458,0.0033333333333333335,736.5,0,0,0.12
737.0,12,0,0,0,0,0,0,0,0,12.102883058504936,0.0033333333333333335,737.0,0,0,0.12
737.5,12,0,0,1,0,0,0,1,0,12.082364979819493,0.0033333333333333335,737.5,0,0,0.12
738.0,12,0,0,1,0,0,0,1,0,11.835632867660372,0.0033333333333333335,738.0,0,0,0.12
738.5,12,0,0,1,0,0,0,1,0,11.801760218491879,0.0033333333333333335,738.5,0,0,0.12
739.0,12,0,0,1,0,0,0,1,0,11.547650345346526,0.0033333333333333335,739.0,0,0,0.12
739.5,12,0,0,1,0,0,0,1,0,11.43470351373985,0.0033333333333333335,739.5,0,0,0.12
740.0,12,0,0,1,0,0,0,1,0,11.345037027822903,0.0033333333333333335,740.0,0,0,0.12
